Auteur	Source	Texte	Précisions
Rawls (John)	<i>Théorie de la justice</i>, chapitre 1, p.31-32	Entre des individus ayant des buts et des projets différents, le fait de partager une conception de la justice établit les liens de l’amitié civique ; le désir général de justice limite la poursuite d’autres fins. Il est permis d’envisager cette conception publique de la justice comme constituant la charte fondamentale d’une société bien ordonnée.<br>Bien entendu, les sociétés existantes sont rarement bien ordonnées en ce sens, car ce qui est juste et injuste est habituellement l’objet d’un débat. Les humains ne sont pas d’accord sur les principes qui devraient définir les termes de base de leur association. Cependant, nous pouvons dire, en dépit de ce désaccord, qu’ils ont chacun une conception de la justice, c’est-à-dire qu’ils comprennent le besoin d’un ensemble caractéristique de principes et sont prêts à les défendre ; ces principes permettent de fixer les droits et les devoirs de base, et de déterminer ce qu’ils pensent être la répartition adéquate des avantages et des charges de la coopération sociale. […]<br>En l’absence d’un certain degré d’accord sur ce qui est juste et injuste, il est évidemment plus difficile pour des individus de coordonner efficacement leurs projets afin de garantir le maintien d’organisations mutuellement bénéfiques. La méfiance et le ressentiment rongent les liens de la civilité et le soupçon comme l’hostilité sont une incitation à des actes qu’autrement on éviterait de commettre.
Rawls (John)	<i>Théorie de la justice</i>, chapitre 1, p.59-60	J’envisagerai l’intuitionnisme d’une manière plus générale que d’ordinaire, comme la doctrine selon laquelle il y a une famille irréductible de principes premiers que nous devons mettre en balance les uns par rapport aux autres en nous demandant, par un jugement mûrement réfléchi, quel équilibre est le plus juste. Une fois atteint un certain niveau de généralité, l’intuitionniste maintient qu’il n’existe pas de critère constructif d’un plus haut niveau pour déterminer de façon adéquate l’importance relative des principes de justice concurrents. Comme la complexité des faits moraux nécessite un grand nombre de principes distincts, il n’y a pas de critère unique pour en rendre compte ou leur attribuer l’important qu’ils méritent.
Rawls (John)	<i>Théorie de la justice</i>, chapitre 1, p.60-61	Les théories intuitionnistes ont deux caractéristiques ; tout d’abord, elles consistent en une pluralité de principes premiers qui peuvent entrer en conflit et donner des directives contraires dans certains types de cas ; ensuite, elles ne comprennent aucune méthode explicite, aucune règle de priorité pour mettre en balance ces principes les uns par rapport aux autres : nous devons simplement découvrir un équilibre par intuition, d’après ce qui nous semble le plus proche du juste. Ou bien, s’il y a des règles de priorité, elles sont présentées comme plus ou moins insignifiantes et comme n’étant pas d’une aide sérieuse pour parvenir à un jugement. […] Non seulement nos idées quotidiennes sont de ce type, mais peut-être aussi la plupart des doctrines philosophiques. Le niveau de généralité de leurs principes est un moyen de distinguer entre les différentes versions de l’intuitionnisme. L’intuitionnisme du sens commun prend la forme de groupes de préceptes assez spécifiques, chaque groupe s’appliquant à un problème particulier de justice. L’un concerne la question de l’équité des salaires, l’autre celle des impôts, un autre encore celle des peines, et ainsi de suite. Pour parvenir à la notion de salaire équitable, par exemple, nous devons mettre en balance d’une façon ou d’une autre des critères assez différents et concurrents, comme les revendications de qualification, de formation, d’effort, de responsabilité et les risques du métier, et nous devons aussi tenir compte des besoins.
Rawls (John)	<i>Théorie de la justice</i>, chapitre 1, p.61	Pour parvenir à la notion de salaire équitable, par exemple, nous devons mettre en balance d’une façon ou d’une autre des critères assez différents et concurrents, comme les revendications de qualification, de formation, d’effort, de responsabilité et les risques du métier, et nous devons aussi tenir compte des besoins. Il est probable que personne ne prendrait la décision à partir d’un seul de ces préceptes, et qu’un compromis entre eux devrait être trouvé. […] Des personnes ayant différents intérêts auront tendance à insister sur les critères qui favorisent leurs propres buts. Ceux qui ont plus de capacités et d’instruction sont enclins à insister sur les droits que donnent la compétence et la formation, tandis que ceux qui en sont dépourvus insistent sur les droits liés aux besoins. Et non seulement nos idées quotidiennes sur la justice sont influencées par notre propre situation, mais encore elles sont fortement teintées par l’habitude et les attentes ordinaires. Et par quels critères allons-nous juger la justice de la coutume elle-même et la légitimité de ces attentes ? Pour atteindre un certain degré de compréhension et d’accord qui dépasse une résolution purement de facto de ces conflits d’intérêts, et une confiance dans les conventions existantes et les attentes reconnues, il est nécessaire d’aller vers un système plus général qui puisse déterminer un équilibre entre les préceptes ou, du moins, le cerner dans des limites étroites.
Rawls (John)	<i>Théorie de la justice</i>, chapitre 1, p.65	Pour l’intuitionnisme, nous en venons nécessairement, dans nos jugements sur la justice sociale, à une pluralité de principes premiers, dont nous pouvons seulement dire qu’il nous paraît plus juste de les équilibrer de cette façon plutôt que de cette autre. <br>Or, il n’y a rien d’intrinsèquement irrationnel dans cette doctrine intuitionniste. Il se peut même qu’elle soit vraie. Nous ne pouvons pas tenir pour acquis qu’il doive exister une dérivation complète de nos jugements sur la justice sociale à partir de principes éthiques évidents. L’intuitionnisme croît que la complexité des faits moraux défie nos efforts pour rendre compte complètement de nos jugements et nécessite une pluralité de principes en concurrence. Il affirme que les tentatives pour aller au-delà de ces principes, soit nous ramènent à des affirmations insignifiantes, comme lorsqu'on dit que la justice sociale consiste à donner à chacun son dû, soit nous conduisent à des erreurs et à des simplifications extrêmes, comme lorsqu'on décide de tout selon le principe d’utilité. La seule façon de contester l’intuitionnisme est de mettre en avant les critères éthiques évidents qui rendent compte du poids que, d’après nos jugements bien pesés, nous pensons correct d’attribuer à ces principes, dans leur pluralité. Une réfutation de l’intuitionnisme consiste à présenter cette sorte de critères constructifs, qui, d’après lui, n’existent pas.
Rawls (John)	<i>Théorie de la justice</i>, chapitre 1, p.66-67	L’intuitionnisme […] soutient qu’il n’existe pas de réponse constructive au problème de la pondération à donner à des principes de justice concurrents. Pour ce cas, du moins, nous devons [selon l’intuitionnisme] faire confiance à nos capacités d’intuition. L’utilitarisme classique, lui, essaie, bien entendu, d’éviter tout recours à l’intuition. C’est une conception basée sur un seul principe, avec un seul critère ultime ; c’est par référence au principe d’utilité que s’établit, en théorie en tout cas, l’ajustement des pondérations. Mill pensait qu’il ne devait y avoir qu’un seul critère de cette nature, sinon il n’y aurait pas d’arbitrage possible entre des critères concurrents, et Sidgwick cherche longuement à démontrer que le principe utilitariste est le seul qui puisse assumer ce rôle. Ils soutiennent tous deux que nos jugements moraux sont implicitement utilitaristes en ce sens que, lorsque nous sommes confrontés à un conflit de préceptes ou à des notions vagues et imprécises, nous n’avons pas d’autre choix que d’adopter l’utilitarisme. Mill et Sidgwick croient qu’il arrive un moment où il nous faut un principe unique pour mettre en ordre et systématiser nos jugements. Il est indéniable qu’un des grands attraits de [cette] doctrine classique est la façon dont elle envisage le problème de la priorité et essaie d’éviter tout recours à l’intuition.
Rawls (John)	<i>Théorie de la justice</i>, chapitre 1, p.49	La forme d’utilitarisme que je décrirai ici est la stricte doctrine classique, qui reçoit peut-être sa formulation la plus claire et la plus accessible chez Sidgwick. L’idée principale en est qu’une société est bien ordonnée et, par là même, juste, quand ses institutions majeures sont organisées de manière à réaliser la plus grande somme totale de satisfaction pour l’ensemble des individus qui en font partie.<br>En premier lieu, nous pouvons remarquer qu’il y a effectivement une façon de se représenter la société qui mène naturellement à l’idée que l’utilitarisme est la conception la plus rationnelle de la justice. Réfléchissons au fait suivant : chaque homme, lorsqu’il satisfait ses propres intérêts, est certainement libre de comptabiliser ses propres pertes face à ses propres gains. Nous pouvons nous imposer à nous-mêmes un sacrifice en escomptant un avantage plus grand par la suite. Il est tout à fait adéquat qu’une personne, à condition que les autres n’en soient pas affectée, agisse en vue de réaliser le plus grand bien possible pour elle-même et en vue de promouvoir, dans la mesure du possible, ses fins rationnelles. Or, pourquoi une société n’agirait-elle pas précisément selon le même principe, mais appliqué au groupe, et, par conséquent, ne considèrerait-elle pas ce qui est rationnel pour un seul individu comme valable pour plusieurs ? […] Puisque le principe, pour un individu, est d’augmenter autant que possible son propre bien-être, son propre système de désirs, le principe pour la société est [apparemment] d’augmenter autant que possible le bien-être du groupe.
Rawls (John)	<i>Théorie de la justice</i>, chapitre 1, p.56-57	Dans l’utilitarisme, la satisfaction d’un désir, quel qu’il soit, a de la valeur en elle-même, et il faut la prendre en considération quand on décide de ce qui est juste. Lorsqu’on calcule le plus grand solde net de satisfaction, l’objet des désirs n’entre pas en ligne de compte […]. C’est pourquoi, si des hommes prennent un certain plaisir à établir des discriminations entre eux, à imposer aux autres une diminution de liberté afin d’accroître le sentiment de leur propre valeur, il faut alors, dans nos réflexions, accorder à la satisfaction de ces désirs un poids qui soit en rapport avec leur intensité, ou selon d’autres critères, et faire de même pour les autres désirs exprimés. Si la société décide de refuser de les satisfaire ou de les réprimer, c’est parce qu’ils tendent à être socialement destructeurs et qu’un plus grand bien-être peut être obtenu par d’autres moyens. <br>Au contraire, dans la théorie de la justice comme équité, les personnes acceptent par avance un principe de liberté égale pour tous […]. Un individu qui trouve du plaisir à voir les autres en position de moindre liberté comprendra qu’il n’a aucun droit, quel qu’il soit, à ce plaisir. […] C’est pourquoi, dans la théorie de la justice comme équité, on ne prend pas les tendances et les inclinations des humains comme données, quelles qu’elles soient, pour ensuite chercher le meilleur moyen de les satisfaire. C’est plutôt l’inverse : leurs désirs et leurs aspirations sont limitées dès le début par les principes de justice
Rawls (John)	<i>Théorie de la justice</i>, chapitre 1, p.38	Dans la théorie de la justice comme équité, la position originelle d'égalité correspond à l'état de nature dans la théorie traditionnelle du contrat social. Cette position originelle n'est pas conçue, bien sûr, comme étant une situation historique réelle, encore moins une forme primitive de la culture. Il faut la comprendre comme étant une situation purement hypothétique, définie de manière à conduire à une certaine conception de la justice. Parmi les traits essentiels de cette situation, il y a le fait que personne ne connaît sa place dans la société, sa position de classe ou son statut social, pas plus que personne ne connaît le sort qui lui est réservé dans la répartition des capacités et des dons naturels, par exemple l'intelligence, la force, etc. J'irai même jusqu'à poser que les partenaires ignorent leurs propres conceptions du bien ou leurs tendances psychologiques particulières. Les principes de la justice sont choisis derrière un voile d'ignorance. Ceci garantit que personne n'est avantagé ou désavantagé dans le choix des principes par le hasard naturel ou par la contingence, des circonstances sociales. Comme tous ont une situation comparable et qu'aucun ne peut formuler des principes favorisant sa condition particulière, les principes de la justice sont le résultat d'un accord ou d'une négociation équitables (<i>fair)</i>. Car, étant donné les circonstances de la position originelle, c'est-à-dire la symétrie des relations entre les partenaires, cette situation initiale est équitable à l'égard des sujets moraux, c'est-à-dire d'êtres rationnels ayant leurs propres systèmes de fins et capables, selon moi, un sens de la justice.
Rawls (John)	<i>Théorie de la justice</i>, chapitre 1	Je soutiendrai que les personnes placées dans la situation initiale choisiraient deux principes assez différents. Le premier exige l'égalité d'attribution des droits et des devoirs de base. Le second, lui, pose que les inégalités socio-économiques, prenons par exemple des inégalités de richesse et d'autorité, sont justes si et seulement si elles produisent, en compensation, des avantages pour chacun, et, en particulier, pour les membres les plus désavantagés de la société. Ces principes excluent la justification d'institutions par l'argument selon lequel les épreuves endurées par certains peuvent être contrebalancées par un plus grand bien, au total. Il peut être opportun, dans certains cas, que certains possèdent moins afin que d'autres prospèrent, mais ceci n'est pas juste. Par contre, il n'y a pas d'injustice dans le fait qu'un petit nombre obtienne des avantages supérieurs à la moyenne, à condition que soit améliorée la situation des moins favorisés.<br>L'idée intuitive est la suivante : puisque le bien dépend d'un système de coopération sans lequel nul ne saurait avoir une existence satisfaisante, la répartition des avantages doit être telle qu'elle puisse entraîner la coopération volontaire de chaque participant, y compris des moins favorisés. Les deux principes que j'ai mentionnés plus haut constituent, semble-t-il, une base équitable sur laquelle les mieux lotis ou les plus chanceux dans leur position sociale - conditions qui ne sont ni l'une ni l'autre dues, nous l'avons déjà dit, au mérite - pourraient espérer obtenir la coopération volontaire des autres participants ; ceci dans le cas où le bien-être de tous est conditionné par l'application d'un système de coopération. C'est à ces principes que nous sommes conduits dès que nous décidons de rechercher une conception de la justice qui empêche d'utiliser les hasards des dons naturels et les contingences sociales comme des atouts dans la poursuite des avantages politiques et sociaux.
